id_venda,data,ano,mês,dia,id_cliente,customer_segment,regiao,estado,produto_categoria,produto_nome,canal_venda,quantidade,preco_unitario,pct_desconto,gross_revenue,discount_value,net_revenue,cost,profit,margin_pct,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
97,2023-02-25 00:00:00,2023,Fevereiro,25,1342,Corporativo,Nordeste,PE,Móveis,Mesa Gamer,Loja Física,10,"R$ 2.487,44",7%,"R$ 24.874,38","R$ 1.691,81","R$ 23.182,58","R$ 16.386,34","R$ 6.796,23","29,32",,,,,,,
98,2023-02-26 00:00:00,2023,Fevereiro,26,1260,Pequenas Empresas,Nordeste,BA,Eletrônicos,Teclado Mecânico,E-commerce,15,"R$ 703,22",12%,"R$ 10.548,33","R$ 1.235,00","R$ 9.313,32","R$ 6.796,77","R$ 2.516,56","27,02",,,,,,,
99,2023-02-27 00:00:00,2023,Fevereiro,27,1610,Corporativo,Sudeste,RJ,Eletrônicos,Cadeira Gamer,E-commerce,24,"R$ 2.443,83",9%,"R$ 58.651,82","R$ 5.168,79","R$ 53.483,02","R$ 30.011,41","R$ 23.471,61","43,89",,,,,,,
100,2023-02-27 00:00:00,2023,Fevereiro,27,1105,Corporativo,Sudeste,RJ,Eletrônicos,Monitor Ultrawide,E-commerce,39,"R$ 2.698,84",4%,"R$ 105.254,61","R$ 4.688,74","R$ 100.565,87","R$ 56.793,64","R$ 43.772,23","43,53",,,,,,,
101,2023-02-28 00:00:00,2023,Fevereiro,28,1126,Pequenas Empresas,Nordeste,CE,Eletrônicos,Microfone Condensador,E-commerce,11,"R$ 668,17",3%,"R$ 7.349,83","R$ 213,98","R$ 7.135,85","R$ 5.047,04","R$ 2.088,81","29,27",,,,,,,
102,2023-02-28 00:00:00,2023,Fevereiro,28,1994,Consumidor Final,Sudeste,RJ,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 365,72",6%,"R$ 1.097,17","R$ 61,68","R$ 1.035,49","R$ 544,34","R$ 491,16","47,43",,,,,,,
103,2023-02-28 00:00:00,2023,Fevereiro,28,1453,Consumidor Final,Nordeste,BA,Eletrônicos,Mouse Gamer,E-commerce,3,"R$ 374,65",8%,"R$ 1.123,94","R$ 91,74","R$ 1.032,20","R$ 735,69","R$ 296,51","28,73",,,,,,,
104,2023-02-28 00:00:00,2023,Fevereiro,28,1351,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,Loja Física,5,"R$ 1.044,96",10%,"R$ 5.224,78","R$ 537,17","R$ 4.687,62","R$ 3.116,15","R$ 1.571,47","33,52",,,,,,,
105,2023-03-01 00:00:00,2023,Março,1,1943,Corporativo,Nordeste,PE,Móveis,Mesa Gamer,E-commerce,35,"R$ 1.444,59",4%,"R$ 50.560,67","R$ 2.257,09","R$ 48.303,58","R$ 36.216,62","R$ 12.086,96","25,02",,,,,,,
106,2023-03-02 00:00:00,2023,Março,2,1030,Pequenas Empresas,Sul,RS,Eletrônicos,Headset Gamer,Loja Física,7,"R$ 1.084,59",3%,"R$ 7.592,13","R$ 265,65","R$ 7.326,48","R$ 4.247,73","R$ 3.078,75","42,02",,,,,,,
107,2023-03-02 00:00:00,2023,Março,2,1129,Corporativo,Sul,PR,Eletrônicos,Headset Gamer,Loja Física,9,"R$ 2.796,55",7%,"R$ 25.168,92","R$ 1.671,02","R$ 23.497,90","R$ 14.373,23","R$ 9.124,67","38,83",,,,,,,
108,2023-03-02 00:00:00,2023,Março,2,1198,Corporativo,Sul,RS,Eletrônicos,Mouse Gamer,Loja Física,9,"R$ 2.955,26",5%,"R$ 26.597,31","R$ 1.460,56","R$ 25.136,76","R$ 14.691,05","R$ 10.445,70","41,56",,,,,,,
109,2023-03-03 00:00:00,2023,Março,3,1061,Consumidor Final,Nordeste,BA,Eletrônicos,Microfone Condensador,Loja Física,1,"R$ 379,82",10%,"R$ 379,82","R$ 36,74","R$ 343,08","R$ 243,62","R$ 99,46","28,99",,,,,,,
110,2023-03-04 00:00:00,2023,Março,4,1927,Pequenas Empresas,Nordeste,BA,Eletrônicos,Microfone Condensador,Loja Física,2,"R$ 1.099,38",1%,"R$ 2.198,76","R$ 22,03","R$ 2.176,73","R$ 1.610,46","R$ 566,27","26,01",,,,,,,
111,2023-03-04 00:00:00,2023,Março,4,1679,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,E-commerce,37,"R$ 2.258,82",11%,"R$ 83.576,49","R$ 8.784,06","R$ 74.792,43","R$ 40.926,50","R$ 33.865,93","45,28",,,,,,,
112,2023-03-05 00:00:00,2023,Março,5,1485,Pequenas Empresas,Sudeste,SP,Móveis,Mesa Gamer,E-commerce,13,"R$ 1.041,88",6%,"R$ 13.544,49","R$ 849,21","R$ 12.695,28","R$ 7.349,55","R$ 5.345,73","42,11",,,,,,,
113,2023-03-05 00:00:00,2023,Março,5,1531,Consumidor Final,Sul,SC,Eletrônicos,Microfone Condensador,Loja Física,1,"R$ 425,42",4%,"R$ 425,42","R$ 17,36","R$ 408,06","R$ 236,06","R$ 172,00","42,15",,,,,,,
114,2023-03-09 00:00:00,2023,Março,9,1954,Corporativo,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,E-commerce,20,"R$ 2.934,11",10%,"R$ 58.682,25","R$ 5.782,53","R$ 52.899,71","R$ 35.914,65","R$ 16.985,06","32,11",,,,,,,
115,2023-03-09 00:00:00,2023,Março,9,1025,Consumidor Final,Sudeste,SP,Eletrônicos,Microfone Condensador,E-commerce,5,"R$ 317,76",8%,"R$ 1.588,78","R$ 125,68","R$ 1.463,10","R$ 801,83","R$ 661,26","45,20",,,,,,,
116,2023-03-10 00:00:00,2023,Março,10,1669,Corporativo,Sul,RS,Eletrônicos,Headset Gamer,E-commerce,40,"R$ 1.702,42",2%,"R$ 68.096,77","R$ 1.581,70","R$ 66.515,08","R$ 41.631,76","R$ 24.883,32","37,41",,,,,,,
117,2023-03-11 00:00:00,2023,Março,11,1658,Pequenas Empresas,Nordeste,PE,Eletrônicos,Mouse Gamer,E-commerce,5,"R$ 409,92",6%,"R$ 2.049,62","R$ 126,18","R$ 1.923,43","R$ 1.407,81","R$ 515,63","26,81",,,,,,,
118,2023-03-12 00:00:00,2023,Março,12,1068,Consumidor Final,Nordeste,PE,Eletrônicos,Monitor Ultrawide,E-commerce,4,"R$ 217,91",9%,"R$ 871,62","R$ 78,73","R$ 792,89","R$ 566,18","R$ 226,71","28,59",,,,,,,
119,2023-03-12 00:00:00,2023,Março,12,1621,Pequenas Empresas,Sul,PR,Eletrônicos,Cadeira Gamer,Loja Física,4,"R$ 1.081,81",8%,"R$ 4.327,24","R$ 361,15","R$ 3.966,10","R$ 2.357,48","R$ 1.608,62","40,56",,,,,,,
120,2023-03-14 00:00:00,2023,Março,14,1124,Pequenas Empresas,Sul,PR,Móveis,Mesa Gamer,E-commerce,13,"R$ 1.070,52",4%,"R$ 13.916,78","R$ 575,90","R$ 13.340,88","R$ 8.061,21","R$ 5.279,67","39,58",,,,,,,
121,2023-03-14 00:00:00,2023,Março,14,1609,Consumidor Final,Nordeste,BA,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 406,71",7%,"R$ 813,42","R$ 54,79","R$ 758,63","R$ 566,07","R$ 192,55","25,38",,,,,,,
122,2023-03-14 00:00:00,2023,Março,14,1797,Corporativo,Sudeste,MG,Eletrônicos,Headset Gamer,Loja Física,11,"R$ 2.323,26",9%,"R$ 25.555,88","R$ 2.328,96","R$ 23.226,91","R$ 12.739,63","R$ 10.487,29","45,15",,,,,,,
123,2023-03-16 00:00:00,2023,Março,16,1121,Corporativo,Sul,PR,Eletrônicos,Monitor Ultrawide,E-commerce,18,"R$ 3.107,36",11%,"R$ 55.932,47","R$ 5.967,31","R$ 49.965,17","R$ 29.763,93","R$ 20.201,23","40,43",,,,,,,
124,2023-03-16 00:00:00,2023,Março,16,1326,Corporativo,Sul,RS,Eletrônicos,Monitor Ultrawide,Loja Física,19,"R$ 1.389,08",11%,"R$ 26.392,45","R$ 2.907,77","R$ 23.484,68","R$ 14.140,92","R$ 9.343,75","39,79",,,,,,,
125,2023-03-16 00:00:00,2023,Março,16,1920,Pequenas Empresas,Sul,SC,Eletrônicos,Monitor Ultrawide,E-commerce,8,"R$ 1.114,02",6%,"R$ 8.912,15","R$ 523,78","R$ 8.388,37","R$ 4.979,12","R$ 3.409,24","40,64",,,,,,,
126,2023-03-17 00:00:00,2023,Março,17,1714,Pequenas Empresas,Nordeste,BA,Eletrônicos,Headset Gamer,Loja Física,5,"R$ 1.031,04",8%,"R$ 5.155,21","R$ 414,26","R$ 4.740,95","R$ 3.363,30","R$ 1.377,65","29,06",,,,,,,
127,2023-03-17 00:00:00,2023,Março,17,1626,Consumidor Final,Sul,PR,Eletrônicos,Headset Gamer,E-commerce,2,"R$ 386,03",12%,"R$ 772,05","R$ 90,16","R$ 681,89","R$ 418,84","R$ 263,05","38,58",,,,,,,
128,2023-03-17 00:00:00,2023,Março,17,1425,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,E-commerce,28,"R$ 2.364,41",8%,"R$ 66.203,53","R$ 5.279,83","R$ 60.923,71","R$ 35.076,46","R$ 25.847,24","42,43",,,,,,,
129,2023-03-18 00:00:00,2023,Março,18,1965,Consumidor Final,Sul,PR,Eletrônicos,Teclado Mecânico,E-commerce,1,"R$ 161,93",8%,"R$ 161,93","R$ 12,38","R$ 149,55","R$ 86,07","R$ 63,48","42,44",,,,,,,
130,2023-03-19 00:00:00,2023,Março,19,1455,Consumidor Final,Nordeste,CE,Eletrônicos,Cadeira Gamer,Loja Física,1,"R$ 441,46",5%,"R$ 441,46","R$ 20,51","R$ 420,95","R$ 303,54","R$ 117,41","27,89",,,,,,,
131,2023-03-19 00:00:00,2023,Março,19,1092,Corporativo,Sul,SC,Móveis,Mesa Gamer,Loja Física,9,"R$ 2.229,18",6%,"R$ 20.062,59","R$ 1.247,33","R$ 18.815,26","R$ 11.186,58","R$ 7.628,69","40,55",,,,,,,
132,2023-03-19 00:00:00,2023,Março,19,1116,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Mouse Gamer,E-commerce,1,"R$ 152,30",3%,"R$ 152,30","R$ 5,19","R$ 147,11","R$ 99,71","R$ 47,40","32,22",,,,,,,
133,2023-03-19 00:00:00,2023,Março,19,1806,Pequenas Empresas,Sul,PR,Eletrônicos,Monitor Ultrawide,Loja Física,3,"R$ 770,28",6%,"R$ 2.310,84","R$ 134,58","R$ 2.176,26","R$ 1.342,51","R$ 833,75","38,31",,,,,,,
134,2023-03-20 00:00:00,2023,Março,20,1866,Corporativo,Nordeste,BA,Eletrônicos,Teclado Mecânico,Loja Física,14,"R$ 2.113,13",2%,"R$ 29.583,88","R$ 579,26","R$ 29.004,63","R$ 20.679,60","R$ 8.325,02","28,70",,,,,,,
135,2023-03-20 00:00:00,2023,Março,20,1742,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Mouse Gamer,E-commerce,8,"R$ 1.103,89",7%,"R$ 8.831,12","R$ 646,67","R$ 8.184,46","R$ 5.550,86","R$ 2.633,59","32,18",,,,,,,
136,2023-03-21 00:00:00,2023,Março,21,1130,Pequenas Empresas,Sul,SC,Eletrônicos,Teclado Mecânico,Loja Física,7,"R$ 1.194,25",2%,"R$ 8.359,77","R$ 204,51","R$ 8.155,26","R$ 5.003,38","R$ 3.151,88","38,65",,,,,,,
137,2023-03-21 00:00:00,2023,Março,21,1671,Consumidor Final,Sul,RS,Eletrônicos,Microfone Condensador,E-commerce,4,"R$ 273,31",11%,"R$ 1.093,23","R$ 120,08","R$ 973,15","R$ 571,39","R$ 401,76","41,28",,,,,,,
138,2023-03-21 00:00:00,2023,Março,21,1636,Pequenas Empresas,Sul,SC,Eletrônicos,Microfone Condensador,E-commerce,6,"R$ 1.059,03",12%,"R$ 6.354,19","R$ 731,09","R$ 5.623,10","R$ 3.265,49","R$ 2.357,61","41,93",,,,,,,
139,2023-03-21 00:00:00,2023,Março,21,1574,Pequenas Empresas,Sudeste,SP,Eletrônicos,Webcam 4K,E-commerce,7,"R$ 401,68",9%,"R$ 2.811,78","R$ 250,06","R$ 2.561,72","R$ 1.358,29","R$ 1.203,43","46,98",,,,,,,
140,2023-03-21 00:00:00,2023,Março,21,1955,Pequenas Empresas,Nordeste,PE,Eletrônicos,Microfone Condensador,E-commerce,9,"R$ 949,27",2%,"R$ 8.543,45","R$ 193,03","R$ 8.350,42","R$ 6.070,50","R$ 2.279,92","27,30",,,,,,,
141,2023-03-22 00:00:00,2023,Março,22,1782,Corporativo,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,44,"R$ 1.412,26",8%,"R$ 62.139,22","R$ 4.697,44","R$ 57.441,78","R$ 37.166,27","R$ 20.275,51","35,30",,,,,,,
142,2023-03-22 00:00:00,2023,Março,22,1078,Pequenas Empresas,Nordeste,CE,Eletrônicos,Microfone Condensador,Loja Física,6,"R$ 464,14",5%,"R$ 2.784,86","R$ 136,53","R$ 2.648,34","R$ 1.836,61","R$ 811,72","30,65",,,,,,,
143,2023-03-23 00:00:00,2023,Março,23,1898,Consumidor Final,Sul,SC,Eletrônicos,Headset Gamer,E-commerce,1,"R$ 343,94",11%,"R$ 343,94","R$ 37,04","R$ 306,90","R$ 182,32","R$ 124,58","40,59",,,,,,,
144,2023-03-23 00:00:00,2023,Março,23,1300,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Monitor Ultrawide,Loja Física,4,"R$ 1.130,63",8%,"R$ 4.522,52","R$ 349,97","R$ 4.172,55","R$ 2.201,35","R$ 1.971,20","47,24",,,,,,,
145,2023-03-23 00:00:00,2023,Março,23,1112,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Cadeira Gamer,E-commerce,9,"R$ 992,79",7%,"R$ 8.935,07","R$ 610,26","R$ 8.324,81","R$ 4.414,30","R$ 3.910,50","46,97",,,,,,,
146,2023-03-23 00:00:00,2023,Março,23,1205,Corporativo,Sudeste,RJ,Eletrônicos,Mouse Gamer,Loja Física,11,"R$ 1.226,93",6%,"R$ 13.496,18","R$ 761,51","R$ 12.734,67","R$ 7.160,68","R$ 5.574,00","43,77",,,,,,,
147,2023-03-24 00:00:00,2023,Março,24,1740,Pequenas Empresas,Sudeste,SP,Eletrônicos,Webcam 4K,Loja Física,5,"R$ 719,49",11%,"R$ 3.597,47","R$ 396,14","R$ 3.201,34","R$ 1.701,57","R$ 1.499,77","46,85",,,,,,,
148,2023-03-25 00:00:00,2023,Março,25,1172,Consumidor Final,Sul,SC,Eletrônicos,Webcam 4K,E-commerce,1,"R$ 368,75",8%,"R$ 368,75","R$ 30,15","R$ 338,61","R$ 196,14","R$ 142,46","42,07",,,,,,,
149,2023-03-26 00:00:00,2023,Março,26,1492,Consumidor Final,Sudeste,SP,Eletrônicos,Webcam 4K,E-commerce,3,"R$ 271,17",2%,"R$ 813,51","R$ 15,08","R$ 798,43","R$ 437,10","R$ 361,33","45,26",,,,,,,
150,2023-03-27 00:00:00,2023,Março,27,1999,Corporativo,Sudeste,RJ,Eletrônicos,Mouse Gamer,Loja Física,19,"R$ 3.036,27",10%,"R$ 57.689,22","R$ 5.795,83","R$ 51.893,39","R$ 27.428,06","R$ 24.465,33","47,15",,,,,,,
151,2023-03-30 00:00:00,2023,Março,30,1436,Pequenas Empresas,Sudeste,SP,Eletrônicos,Mouse Gamer,E-commerce,10,"R$ 865,76",5%,"R$ 8.657,59","R$ 440,06","R$ 8.217,53","R$ 4.469,81","R$ 3.747,72","45,61",,,,,,,
152,2023-03-31 00:00:00,2023,Março,31,1324,Corporativo,Sudeste,RJ,Eletrônicos,Mouse Gamer,E-commerce,19,"R$ 2.409,37",7%,"R$ 45.778,01","R$ 3.034,39","R$ 42.743,62","R$ 24.366,52","R$ 18.377,09","42,99",,,,,,,
153,2023-04-02 00:00:00,2023,Abril,2,1707,Pequenas Empresas,Nordeste,BA,Eletrônicos,Mouse Gamer,Loja Física,6,"R$ 1.112,08",5%,"R$ 6.672,47","R$ 320,59","R$ 6.351,88","R$ 4.705,04","R$ 1.646,84","25,93",,,,,,,
154,2023-04-02 00:00:00,2023,Abril,2,1301,Consumidor Final,Sudeste,SP,Eletrônicos,Webcam 4K,Loja Física,1,"R$ 341,07",5%,"R$ 341,07","R$ 16,19","R$ 324,88","R$ 187,03","R$ 137,85","42,43",,,,,,,
155,2023-04-02 00:00:00,2023,Abril,2,1056,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Webcam 4K,E-commerce,6,"R$ 481,01",10%,"R$ 2.886,05","R$ 297,80","R$ 2.588,25","R$ 1.677,53","R$ 910,71","35,19",,,,,,,
156,2023-04-02 00:00:00,2023,Abril,2,1247,Pequenas Empresas,Sul,PR,Eletrônicos,Teclado Mecânico,Loja Física,5,"R$ 847,75",2%,"R$ 4.238,75","R$ 91,47","R$ 4.147,29","R$ 2.571,15","R$ 1.576,14","38,00",,,,,,,
157,2023-04-03 00:00:00,2023,Abril,3,1768,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,16,"R$ 422,03",7%,"R$ 6.752,47","R$ 442,96","R$ 6.309,51","R$ 3.925,52","R$ 2.383,99","37,78",,,,,,,
158,2023-04-04 00:00:00,2023,Abril,4,1383,Pequenas Empresas,Nordeste,PE,Eletrônicos,Monitor Ultrawide,E-commerce,8,"R$ 567,09",11%,"R$ 4.536,73","R$ 507,30","R$ 4.029,43","R$ 2.921,95","R$ 1.107,49","27,48",,,,,,1.0,Janeiro
159,2023-04-05 00:00:00,2023,Abril,5,1499,Consumidor Final,Nordeste,CE,Eletrônicos,Microfone Condensador,E-commerce,2,"R$ 376,86",6%,"R$ 753,73","R$ 45,55","R$ 708,17","R$ 518,84","R$ 189,33","26,74",,,,,,,
160,2023-04-06 00:00:00,2023,Abril,6,1448,Pequenas Empresas,Sul,PR,Eletrônicos,Microfone Condensador,Loja Física,6,"R$ 696,32",5%,"R$ 4.177,91","R$ 214,03","R$ 3.963,88","R$ 2.384,51","R$ 1.579,37","39,84",,,,,,,
161,2023-04-07 00:00:00,2023,Abril,7,1701,Consumidor Final,Nordeste,PE,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 398,01",12%,"R$ 1.194,04","R$ 141,18","R$ 1.052,85","R$ 771,42","R$ 281,43","26,73",,,,,,,
162,2023-04-07 00:00:00,2023,Abril,7,1168,Corporativo,Sul,RS,Eletrônicos,Webcam 4K,Loja Física,24,"R$ 2.086,68",5%,"R$ 50.080,26","R$ 2.375,94","R$ 47.704,32","R$ 28.504,07","R$ 19.200,25","40,25",,,,,,,
163,2023-04-08 00:00:00,2023,Abril,8,1160,Corporativo,Sul,SC,Eletrônicos,Headset Gamer,E-commerce,38,"R$ 2.424,19",3%,"R$ 92.119,31","R$ 2.626,97","R$ 89.492,34","R$ 55.054,39","R$ 34.437,94","38,48",,,,,,,
164,2023-04-10 00:00:00,2023,Abril,10,1040,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,E-commerce,24,"R$ 1.895,37",4%,"R$ 45.488,80","R$ 1.752,54","R$ 43.736,26","R$ 24.856,30","R$ 18.879,95","43,17",,,,,,,
165,2023-04-10 00:00:00,2023,Abril,10,1561,Consumidor Final,Sul,PR,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 353,22",4%,"R$ 706,43","R$ 25,33","R$ 681,10","R$ 395,15","R$ 285,96","41,98",,,,,,,
166,2023-04-10 00:00:00,2023,Abril,10,1128,Consumidor Final,Sudeste,RJ,Eletrônicos,Headset Gamer,E-commerce,1,"R$ 324,14",3%,"R$ 324,14","R$ 8,20","R$ 315,94","R$ 174,83","R$ 141,11","44,66",,,,,,,
167,2023-04-11 00:00:00,2023,Abril,11,1792,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Webcam 4K,Loja Física,4,"R$ 565,85",10%,"R$ 2.263,39","R$ 217,43","R$ 2.045,96","R$ 1.301,08","R$ 744,88","36,41",,,,,,,
168,2023-04-11 00:00:00,2023,Abril,11,1644,Pequenas Empresas,Sul,RS,Eletrônicos,Headset Gamer,Loja Física,6,"R$ 855,50",8%,"R$ 5.133,01","R$ 401,77","R$ 4.731,24","R$ 2.923,53","R$ 1.807,70","38,21",,,,,,,
169,2023-04-11 00:00:00,2023,Abril,11,1259,Consumidor Final,Sudeste,RJ,Eletrônicos,Microfone Condensador,E-commerce,1,"R$ 292,66",7%,"R$ 292,66","R$ 20,41","R$ 272,26","R$ 154,19","R$ 118,07","43,37",,,,,,,
170,2023-04-12 00:00:00,2023,Abril,12,1786,Consumidor Final,Nordeste,CE,Eletrônicos,Teclado Mecânico,E-commerce,1,"R$ 329,74",5%,"R$ 329,74","R$ 16,12","R$ 313,62","R$ 226,59","R$ 87,03","27,75",,,,,,,
171,2023-04-12 00:00:00,2023,Abril,12,1239,Consumidor Final,Sudeste,SP,Eletrônicos,Microfone Condensador,E-commerce,2,"R$ 387,15",2%,"R$ 774,31","R$ 18,37","R$ 755,93","R$ 402,42","R$ 353,51","46,77",,,,,,,
172,2023-04-13 00:00:00,2023,Abril,13,1937,Consumidor Final,Sudeste,SP,Móveis,Mesa Gamer,E-commerce,2,"R$ 160,34",12%,"R$ 320,68","R$ 37,41","R$ 283,27","R$ 148,16","R$ 135,10","47,69",,,,,,,
173,2023-04-14 00:00:00,2023,Abril,14,1784,Consumidor Final,Nordeste,BA,Eletrônicos,Webcam 4K,E-commerce,3,"R$ 326,62",5%,"R$ 979,86","R$ 50,25","R$ 929,61","R$ 681,26","R$ 248,34","26,71",,,,,,,
174,2023-04-14 00:00:00,2023,Abril,14,1174,Pequenas Empresas,Sudeste,MG,Eletrônicos,Webcam 4K,E-commerce,8,"R$ 809,02",6%,"R$ 6.472,16","R$ 415,23","R$ 6.056,94","R$ 3.303,23","R$ 2.753,71","45,46",,,,,,,
175,2023-04-14 00:00:00,2023,Abril,14,1574,Pequenas Empresas,Nordeste,PE,Eletrônicos,Monitor Ultrawide,E-commerce,15,"R$ 764,78",6%,"R$ 11.471,75","R$ 674,31","R$ 10.797,44","R$ 7.708,00","R$ 3.089,44","28,61",,,,,,,
176,2023-04-16 00:00:00,2023,Abril,16,1101,Consumidor Final,Nordeste,PE,Eletrônicos,Mouse Gamer,Loja Física,2,"R$ 436,81",3%,"R$ 873,63","R$ 28,00","R$ 845,63","R$ 628,68","R$ 216,95","25,66",,,,,,,
177,2023-04-17 00:00:00,2023,Abril,17,1877,Pequenas Empresas,Sul,RS,Móveis,Mesa Gamer,E-commerce,6,"R$ 912,16",4%,"R$ 5.472,95","R$ 234,39","R$ 5.238,56","R$ 3.224,74","R$ 2.013,82","38,44",,,,,,,
178,2023-04-17 00:00:00,2023,Abril,17,1484,Corporativo,Nordeste,BA,Eletrônicos,Cadeira Gamer,Loja Física,9,"R$ 2.231,13",7%,"R$ 20.080,20","R$ 1.328,26","R$ 18.751,95","R$ 13.358,97","R$ 5.392,98","28,76",,,,,,,
179,2023-04-17 00:00:00,2023,Abril,17,1597,Pequenas Empresas,Sudeste,MG,Eletrônicos,Webcam 4K,E-commerce,8,"R$ 781,47",9%,"R$ 6.251,80","R$ 535,46","R$ 5.716,34","R$ 3.067,60","R$ 2.648,73","46,34",,,,,,,
180,2023-04-17 00:00:00,2023,Abril,17,1917,Consumidor Final,Sudeste,RJ,Eletrônicos,Headset Gamer,Loja Física,1,"R$ 339,76",8%,"R$ 339,76","R$ 27,48","R$ 312,28","R$ 165,76","R$ 146,52","46,92",,,,,,,
181,2023-04-18 00:00:00,2023,Abril,18,1651,Consumidor Final,Nordeste,CE,Móveis,Mesa Gamer,Loja Física,2,"R$ 213,21",12%,"R$ 426,42","R$ 49,17","R$ 377,25","R$ 282,74","R$ 94,51","25,05",,,,,,,
182,2023-04-19 00:00:00,2023,Abril,19,1767,Corporativo,Sul,SC,Eletrônicos,Monitor Ultrawide,E-commerce,34,"R$ 3.487,69",2%,"R$ 118.581,52","R$ 2.357,32","R$ 116.224,20","R$ 73.205,09","R$ 43.019,12","37,01",,,,,,,
183,2023-04-19 00:00:00,2023,Abril,19,1536,Corporativo,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,19,"R$ 3.118,53",9%,"R$ 59.252,12","R$ 5.418,75","R$ 53.833,37","R$ 36.145,29","R$ 17.688,09","32,86",,,,,,,
184,2023-04-20 00:00:00,2023,Abril,20,1963,Consumidor Final,Nordeste,BA,Eletrônicos,Mouse Gamer,Loja Física,1,"R$ 396,58",10%,"R$ 396,58","R$ 39,27","R$ 357,31","R$ 249,02","R$ 108,29","30,31",,,,,,,
185,2023-04-20 00:00:00,2023,Abril,20,1012,Corporativo,Sul,PR,Eletrônicos,Mouse Gamer,Loja Física,15,"R$ 2.117,93",9%,"R$ 31.768,96","R$ 2.844,80","R$ 28.924,16","R$ 17.735,71","R$ 11.188,45","38,68",,,,,,,
186,2023-04-20 00:00:00,2023,Abril,20,1516,Consumidor Final,Nordeste,BA,Eletrônicos,Monitor Ultrawide,E-commerce,4,"R$ 169,80",5%,"R$ 679,21","R$ 32,85","R$ 646,36","R$ 480,46","R$ 165,89","25,67",,,,,,,
187,2023-04-20 00:00:00,2023,Abril,20,1072,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,Loja Física,1,"R$ 359,33",1%,"R$ 359,33","R$ 3,83","R$ 355,49","R$ 239,58","R$ 115,91","32,61",,,,,,,
188,2023-04-21 00:00:00,2023,Abril,21,1352,Consumidor Final,Sul,SC,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 173,06",7%,"R$ 519,18","R$ 33,78","R$ 485,39","R$ 282,66","R$ 202,73","41,77",,,,,,,
189,2023-04-22 00:00:00,2023,Abril,22,1630,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Webcam 4K,Loja Física,1,"R$ 171,87",5%,"R$ 171,87","R$ 9,34","R$ 162,54","R$ 107,64","R$ 54,89","33,77",,,,,,,
190,2023-04-23 00:00:00,2023,Abril,23,1854,Corporativo,Nordeste,BA,Eletrônicos,Mouse Gamer,Loja Física,12,"R$ 2.123,00",4%,"R$ 25.476,05","R$ 1.074,49","R$ 24.401,55","R$ 18.078,14","R$ 6.323,41","25,91",,,,,,,
191,2023-04-24 00:00:00,2023,Abril,24,1625,Consumidor Final,Sul,SC,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 246,45",6%,"R$ 492,90","R$ 30,76","R$ 462,14","R$ 284,88","R$ 177,26","38,36",,,,,,,
192,2023-04-24 00:00:00,2023,Abril,24,1796,Corporativo,Sudeste,SP,Móveis,Mesa Gamer,Loja Física,19,"R$ 2.588,03",5%,"R$ 49.172,65","R$ 2.427,14","R$ 46.745,51","R$ 25.295,44","R$ 21.450,07","45,89",,,,,,,
193,2023-04-24 00:00:00,2023,Abril,24,1420,Consumidor Final,Sudeste,MG,Eletrônicos,Cadeira Gamer,E-commerce,1,"R$ 365,94",11%,"R$ 365,94","R$ 38,56","R$ 327,38","R$ 180,96","R$ 146,42","44,72",,,,,,,
194,2023-04-25 00:00:00,2023,Abril,25,1834,Corporativo,Sudeste,SP,Eletrônicos,Teclado Mecânico,Loja Física,24,"R$ 1.756,44",9%,"R$ 42.154,63","R$ 3.732,15","R$ 38.422,48","R$ 20.388,81","R$ 18.033,67","46,94",,,,,,,
195,2023-04-25 00:00:00,2023,Abril,25,1865,Corporativo,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,E-commerce,25,"R$ 1.528,61",10%,"R$ 38.215,37","R$ 3.641,47","R$ 34.573,90","R$ 22.947,23","R$ 11.626,67","33,63",,,,,,,
